Adresse,Smartscore,Win Rate,Markets,Realized PnL,Latest Activity Type,Latest Market,Latest Value,Latest Date,Positions Count,Active Orders Count,Recent Trades Count,Total Position Value,Largest Position Market,Largest Position Value,Most Recent Trade Market,Most Recent Trade Value,Most Recent Trade Date,Most Recent Order Market,Most Recent Order Value,Most Recent Order Date,Analysis Date,Bucket smart,Bucket last date
0x52753e33e18bb3a8e5f1f7dd0b65f80b3bc37dda,13.62002911,0.9841269841,63,8225.061216,trade,Market 0x231668dd...,$210.83,2025-10-15 11:33:55,1,0,20,$0.00,No positions,$0.00,Market 0x231668dd...,$210.83,2025-10-15 11:33:55,No orders,$0.00,N/A,2025-10-15T13:18:56.705135+00:00,Very Smart,daily trader
0xc8bdb871551c646ccfb5d97b5226003913bb87ef,14.10385749,0.5833333333,12,9912.5,trade,Market 0x3339846f...,$5000.00,2025-10-15 11:19:47,5,0,5,$0.00,No positions,$0.00,Market 0x3339846f...,$5000.00,2025-10-15 11:19:47,No orders,$0.00,N/A,2025-10-15T13:18:48.828786+00:00,Very Smart,daily trader
0x5baedd54264ddbed89da5057e979882752bab6b2,12.02778326,0.56,125,15530.78523,trade,Market 0xe1f7e5ed...,$1.00,2025-10-15 10:58:19,76,0,20,$0.00,No positions,$0.00,Market 0xe1f7e5ed...,$1.00,2025-10-15 10:58:19,No orders,$0.00,N/A,2025-10-15T13:08:24.848721+00:00,Very Smart,daily trader
0x5baedd54264ddbed89da5057e979882752bab6b2,12.02778326,0.56,125,15530.78523,trade,Market 0xe1f7e5ed...,$1.00,2025-10-15 10:58:19,76,0,20,$0.00,No positions,$0.00,Market 0xe1f7e5ed...,$1.00,2025-10-15 10:58:19,No orders,$0.00,N/A,2025-10-15T13:15:08.075199+00:00,Very Smart,daily trader
0x5baedd54264ddbed89da5057e979882752bab6b2,12.02778326,0.56,125,15530.78523,trade,Market 0xe1f7e5ed...,$1.00,2025-10-15 10:58:19,76,0,20,$0.00,No positions,$0.00,Market 0xe1f7e5ed...,$1.00,2025-10-15 10:58:19,No orders,$0.00,N/A,2025-10-15T13:19:29.504219+00:00,Very Smart,daily trader
0x3cee8afb4bd84f58f1579a80cd58c24d21d757f9,15.13473629,0.7317073171,41,7213.04114,trade,Market 0xa5c14965...,$24.50,2025-10-15 10:40:49,1,0,20,$0.00,No positions,$0.00,Market 0xa5c14965...,$24.50,2025-10-15 10:40:49,No orders,$0.00,N/A,2025-10-15T13:18:27.217521+00:00,Very Smart,daily trader
0xeb1e1dd76fdeda6dfcb07d8604a5b5f39e0888d5,16.91751893,0.6170212766,141,171167.5916,trade,Market 0xd502aa7d...,$733.04,2025-10-15 10:36:33,59,0,20,$0.00,No positions,$0.00,Market 0xd502aa7d...,$733.04,2025-10-15 10:36:33,No orders,$0.00,N/A,2025-10-15T13:08:06.439725+00:00,Very Smart,daily trader
0xeb1e1dd76fdeda6dfcb07d8604a5b5f39e0888d5,16.91751893,0.6170212766,141,171167.5916,trade,Market 0xd502aa7d...,$733.04,2025-10-15 10:36:33,59,0,20,$0.00,No positions,$0.00,Market 0xd502aa7d...,$733.04,2025-10-15 10:36:33,No orders,$0.00,N/A,2025-10-15T13:18:08.529546+00:00,Very Smart,daily trader
0xc91879e958915f0d909ec52c92dd80f5dd7a3415,13.28472654,0.7666666667,30,27663.59491,trade,Market 0xdfbdc533...,$125.10,2025-10-15 09:51:07,4,0,20,$0.00,No positions,$0.00,Market 0xdfbdc533...,$125.10,2025-10-15 09:51:07,No orders,$0.00,N/A,2025-10-15T13:14:41.641993+00:00,Very Smart,daily trader
0xc91879e958915f0d909ec52c92dd80f5dd7a3415,13.28472654,0.7666666667,30,27663.59491,trade,Market 0xdfbdc533...,$125.10,2025-10-15 09:51:07,4,0,20,$0.00,No positions,$0.00,Market 0xdfbdc533...,$125.10,2025-10-15 09:51:07,No orders,$0.00,N/A,2025-10-15T13:19:03.766810+00:00,Very Smart,daily trader
0x88b03f6fb4beba2caa9f05b9979403a0ff90693f,14.58327456,0.6126656848,679,7218.663482,trade,Market 0x62b0cd59...,$156.00,2025-10-15 07:37:17,0,0,20,$0.00,No positions,$0.00,Market 0x62b0cd59...,$156.00,2025-10-15 07:37:17,No orders,$0.00,N/A,2025-10-15T13:05:25.425727+00:00,Very Smart,daily trader
0x88b03f6fb4beba2caa9f05b9979403a0ff90693f,14.58327456,0.6126656848,679,7218.663482,trade,Market 0x62b0cd59...,$156.00,2025-10-15 07:37:17,0,0,20,$0.00,No positions,$0.00,Market 0x62b0cd59...,$156.00,2025-10-15 07:37:17,No orders,$0.00,N/A,2025-10-15T13:18:43.822005+00:00,Very Smart,daily trader
0xed61f86bb5298d2f27c21c433ce58d80b88a9aa3,24.57536644,0.8798105388,1689,207871.2556,trade,Market 0xb4104961...,$15.23,2025-10-15 07:12:01,0,0,20,$0.00,No positions,$0.00,Market 0xb4104961...,$15.23,2025-10-15 07:12:01,No orders,$0.00,N/A,2025-10-15T13:04:13.363672+00:00,Very Smart,daily trader
0xed61f86bb5298d2f27c21c433ce58d80b88a9aa3,24.57536644,0.8798105388,1689,207871.2556,trade,Market 0xb4104961...,$15.23,2025-10-15 07:12:01,0,0,20,$0.00,No positions,$0.00,Market 0xb4104961...,$15.23,2025-10-15 07:12:01,No orders,$0.00,N/A,2025-10-15T13:17:32.629761+00:00,Very Smart,daily trader
0xd5555147366b7e5bfcea444f4a06a745c18be28a,14.53169925,0.7650273224,183,10750.32799,trade,Market 0x8b7ffa22...,$254.50,2025-10-15 06:06:45,27,0,20,$0.00,No positions,$0.00,Market 0x8b7ffa22...,$254.50,2025-10-15 06:06:45,No orders,$0.00,N/A,2025-10-15T13:07:32.825030+00:00,Very Smart,daily trader
0xd5555147366b7e5bfcea444f4a06a745c18be28a,14.53169925,0.7650273224,183,10750.32799,trade,Market 0x8b7ffa22...,$254.50,2025-10-15 06:06:45,27,0,20,$0.00,No positions,$0.00,Market 0x8b7ffa22...,$254.50,2025-10-15 06:06:45,No orders,$0.00,N/A,2025-10-15T13:18:44.854659+00:00,Very Smart,daily trader
0x2853240a0f4e9e11a949a5cfa6e0fe953a293482,20.66202895,0.6863468635,813,28726.65919,trade,Market 0x15bf2a10...,$171.58,2025-10-15 05:23:29,100,0,20,$0.00,No positions,$0.00,Market 0x15bf2a10...,$171.58,2025-10-15 05:23:29,No orders,$0.00,N/A,2025-10-15T13:05:09.005224+00:00,Very Smart,daily trader
0x2853240a0f4e9e11a949a5cfa6e0fe953a293482,20.66202895,0.6863468635,813,28726.65919,trade,Market 0x15bf2a10...,$171.58,2025-10-15 05:23:29,100,0,20,$0.00,No positions,$0.00,Market 0x15bf2a10...,$171.58,2025-10-15 05:23:29,No orders,$0.00,N/A,2025-10-15T13:17:44.345029+00:00,Very Smart,daily trader
0x71cd52a9bf9121cf8376ba13999468f5d659912d,53.34926374,0.5635478637,1849,103462.0501,trade,Market 0xe59734ac...,$19.98,2025-10-15 05:13:23,100,0,20,$0.00,No positions,$0.00,Market 0xe59734ac...,$19.98,2025-10-15 05:13:23,No orders,$0.00,N/A,2025-10-15T13:04:10.894250+00:00,Very Smart,daily trader
0x71cd52a9bf9121cf8376ba13999468f5d659912d,53.34926374,0.5635478637,1849,103462.0501,trade,Market 0xe59734ac...,$19.98,2025-10-15 05:13:23,100,0,20,$0.00,No positions,$0.00,Market 0xe59734ac...,$19.98,2025-10-15 05:13:23,No orders,$0.00,N/A,2025-10-15T13:17:16.455625+00:00,Very Smart,daily trader
0xb1250c4e5425336964af3c61ecbf34ac396d69eb,20.1181171,0.6666666667,1389,7220.045974,trade,Market 0x2bd78d26...,$34.39,2025-10-15 03:58:13,100,0,20,$0.00,No positions,$0.00,Market 0x2bd78d26...,$34.39,2025-10-15 03:58:13,No orders,$0.00,N/A,2025-10-15T13:04:26.968824+00:00,Very Smart,daily trader
0xb1250c4e5425336964af3c61ecbf34ac396d69eb,20.1181171,0.6666666667,1389,7220.045974,trade,Market 0x2bd78d26...,$34.39,2025-10-15 03:58:13,100,0,20,$0.00,No positions,$0.00,Market 0x2bd78d26...,$34.39,2025-10-15 03:58:13,No orders,$0.00,N/A,2025-10-15T13:17:47.418242+00:00,Very Smart,daily trader
0x033f0346c007323030eb420305ffede19a95618e,14.97597704,0.5792682927,164,14775.708,trade,Market 0xbf52f05b...,$11135.01,2025-10-15 03:48:15,21,0,20,$0.00,No positions,$0.00,Market 0xbf52f05b...,$11135.01,2025-10-15 03:48:15,No orders,$0.00,N/A,2025-10-15T13:07:47.946595+00:00,Very Smart,daily trader
0x033f0346c007323030eb420305ffede19a95618e,14.97597704,0.5792682927,164,14775.708,trade,Market 0xbf52f05b...,$11135.01,2025-10-15 03:48:15,21,0,20,$0.00,No positions,$0.00,Market 0xbf52f05b...,$11135.01,2025-10-15 03:48:15,No orders,$0.00,N/A,2025-10-15T13:18:31.733638+00:00,Very Smart,daily trader
0x9cdda449d7cedf1072d74982a5dc2349df3d3e97,16.73487918,0.6975524476,572,26265.70749,trade,Market 0x5cc387a2...,$23.54,2025-10-15 02:52:53,100,0,20,$0.00,No positions,$0.00,Market 0x5cc387a2...,$23.54,2025-10-15 02:52:53,No orders,$0.00,N/A,2025-10-15T13:05:38.199291+00:00,Very Smart,daily trader
0x9cdda449d7cedf1072d74982a5dc2349df3d3e97,16.73487918,0.6975524476,572,26265.70749,trade,Market 0x5cc387a2...,$23.54,2025-10-15 02:52:53,100,0,20,$0.00,No positions,$0.00,Market 0x5cc387a2...,$23.54,2025-10-15 02:52:53,No orders,$0.00,N/A,2025-10-15T13:18:10.481526+00:00,Very Smart,daily trader
0xcce2b7c71f21e358b8e5e797e586cbc03160d58b,14.91199765,0.8143712575,167,83693.56506,trade,Market 0x293fb49f...,$947.00,2025-10-15 02:38:45,36,0,20,$0.00,No positions,$0.00,Market 0x293fb49f...,$947.00,2025-10-15 02:38:45,No orders,$0.00,N/A,2025-10-15T13:07:45.524713+00:00,Very Smart,daily trader
0xcce2b7c71f21e358b8e5e797e586cbc03160d58b,14.91199765,0.8143712575,167,83693.56506,trade,Market 0x293fb49f...,$947.00,2025-10-15 02:38:45,36,0,20,$0.00,No positions,$0.00,Market 0x293fb49f...,$947.00,2025-10-15 02:38:45,No orders,$0.00,N/A,2025-10-15T13:18:35.641530+00:00,Very Smart,daily trader
0x4fea1f8f10940f33bcd61fddd79dfea88a65d383,12.68974908,0.7284299859,1414,12889.33324,trade,Market 0xb26b6f1f...,$5.46,2025-10-15 02:20:47,38,0,20,$0.00,No positions,$0.00,Market 0xb26b6f1f...,$5.46,2025-10-15 02:20:47,No orders,$0.00,N/A,2025-10-15T13:04:25.970856+00:00,Very Smart,daily trader
0x4fea1f8f10940f33bcd61fddd79dfea88a65d383,12.68974908,0.7284299859,1414,12889.33324,trade,Market 0xb26b6f1f...,$5.46,2025-10-15 02:20:47,38,0,20,$0.00,No positions,$0.00,Market 0xb26b6f1f...,$5.46,2025-10-15 02:20:47,No orders,$0.00,N/A,2025-10-15T13:14:55.340548+00:00,Very Smart,daily trader
0x4fea1f8f10940f33bcd61fddd79dfea88a65d383,12.68974908,0.7284299859,1414,12889.33324,trade,Market 0xb26b6f1f...,$5.46,2025-10-15 02:20:47,38,0,20,$0.00,No positions,$0.00,Market 0xb26b6f1f...,$5.46,2025-10-15 02:20:47,No orders,$0.00,N/A,2025-10-15T13:19:16.921676+00:00,Very Smart,daily trader
0x7a0441019630199864674c07f9890b64cc9c2375,13.09277338,0.9166666667,60,8279.67719,trade,Market 0xcef1d53c...,$500.23,2025-10-15 02:16:35,1,0,20,$0.00,No positions,$0.00,Market 0xcef1d53c...,$500.23,2025-10-15 02:16:35,No orders,$0.00,N/A,2025-10-15T13:14:47.523336+00:00,Very Smart,daily trader
0x7a0441019630199864674c07f9890b64cc9c2375,13.09277338,0.9166666667,60,8279.67719,trade,Market 0xcef1d53c...,$500.23,2025-10-15 02:16:35,1,0,20,$0.00,No positions,$0.00,Market 0xcef1d53c...,$500.23,2025-10-15 02:16:35,No orders,$0.00,N/A,2025-10-15T13:19:09.730584+00:00,Very Smart,daily trader
0x1955273c5691a1330e264e9daf07411ba913aef1,17.25992175,0.6107711138,817,78848.36479,trade,Market 0xf2c3534a...,$283.06,2025-10-15 01:30:51,20,0,20,$0.00,No positions,$0.00,Market 0xf2c3534a...,$283.06,2025-10-15 01:30:51,No orders,$0.00,N/A,2025-10-15T13:05:07.988882+00:00,Very Smart,daily trader
0x1955273c5691a1330e264e9daf07411ba913aef1,17.25992175,0.6107711138,817,78848.36479,trade,Market 0xf2c3534a...,$283.06,2025-10-15 01:30:51,20,0,20,$0.00,No positions,$0.00,Market 0xf2c3534a...,$283.06,2025-10-15 01:30:51,No orders,$0.00,N/A,2025-10-15T13:18:06.594457+00:00,Very Smart,daily trader
0x8f3dcd87b7f1c9ce3299efd0aeb8ed02b224f7af,15.03787164,0.5925925926,27,7951.866782,trade,Market 0x87842dce...,$27.82,2025-10-15 01:00:09,2,0,12,$0.00,No positions,$0.00,Market 0x87842dce...,$27.82,2025-10-15 01:00:09,No orders,$0.00,N/A,2025-10-15T13:18:30.754106+00:00,Very Smart,daily trader
0xf80077047ba57d749b7ac8e4303612d89e80f62d,12.13137701,0.5945945946,74,23344.19205,trade,Market 0xb8dcf117...,$1220.00,2025-10-15 00:35:39,30,0,20,$0.00,No positions,$0.00,Market 0xb8dcf117...,$1220.00,2025-10-15 00:35:39,No orders,$0.00,N/A,2025-10-15T13:15:05.560241+00:00,Very Smart,daily trader
0xf80077047ba57d749b7ac8e4303612d89e80f62d,12.13137701,0.5945945946,74,23344.19205,trade,Market 0xb8dcf117...,$1220.00,2025-10-15 00:35:39,30,0,20,$0.00,No positions,$0.00,Market 0xb8dcf117...,$1220.00,2025-10-15 00:35:39,No orders,$0.00,N/A,2025-10-15T13:19:26.995416+00:00,Very Smart,daily trader
0x35fa2bb1d86efdaf39abe1c8787f5cf25f252bd4,20.06918125,0.5740740741,108,20945.80855,trade,Market 0xda8ebb9d...,$95.00,2025-10-15 00:13:15,33,0,20,$0.00,No positions,$0.00,Market 0xda8ebb9d...,$95.00,2025-10-15 00:13:15,No orders,$0.00,N/A,2025-10-15T13:09:08.557651+00:00,Very Smart,daily trader
0x35fa2bb1d86efdaf39abe1c8787f5cf25f252bd4,20.06918125,0.5740740741,108,20945.80855,trade,Market 0xda8ebb9d...,$95.00,2025-10-15 00:13:15,33,0,20,$0.00,No positions,$0.00,Market 0xda8ebb9d...,$95.00,2025-10-15 00:13:15,No orders,$0.00,N/A,2025-10-15T13:17:47.883597+00:00,Very Smart,daily trader
0x6f62410c031ece813c1410181b95b2154cc838fc,17.42609007,0.7348484848,132,14002.50573,trade,Market 0x3860f6b0...,$9.64,2025-10-14 23:51:39,3,0,20,$0.00,No positions,$0.00,Market 0x3860f6b0...,$9.64,2025-10-14 23:51:39,No orders,$0.00,N/A,2025-10-15T13:08:15.754067+00:00,Very Smart,daily trader
0x6f62410c031ece813c1410181b95b2154cc838fc,17.42609007,0.7348484848,132,14002.50573,trade,Market 0x3860f6b0...,$9.64,2025-10-14 23:51:39,3,0,20,$0.00,No positions,$0.00,Market 0x3860f6b0...,$9.64,2025-10-14 23:51:39,No orders,$0.00,N/A,2025-10-15T13:18:04.662772+00:00,Very Smart,daily trader
0x70206b375d931aaaf99392187d89d0e2735cfd20,36.17278243,0.6923076923,26,33463.4661,trade,Market 0x8ca1944b...,$1407.04,2025-10-14 22:52:55,0,0,20,$0.00,No positions,$0.00,Market 0x8ca1944b...,$1407.04,2025-10-14 22:52:55,No orders,$0.00,N/A,2025-10-15T13:17:21.201046+00:00,Very Smart,daily trader
0xb410255a64fd72acdb7e57b8f65999865a017736,11.69848136,0.5717415115,913,23551.08232,trade,Market 0xc30407cd...,$841.50,2025-10-14 22:47:59,82,0,20,$0.00,No positions,$0.00,Market 0xc30407cd...,$841.50,2025-10-14 22:47:59,No orders,$0.00,N/A,2025-10-15T13:04:57.974163+00:00,Very Smart,daily trader
0xb410255a64fd72acdb7e57b8f65999865a017736,11.69848136,0.5717415115,913,23551.08232,trade,Market 0xc30407cd...,$841.50,2025-10-14 22:47:59,82,0,20,$0.00,No positions,$0.00,Market 0xc30407cd...,$841.50,2025-10-14 22:47:59,No orders,$0.00,N/A,2025-10-15T13:15:17.617426+00:00,Very Smart,daily trader
0xb410255a64fd72acdb7e57b8f65999865a017736,11.69848136,0.5717415115,913,23551.08232,trade,Market 0xc30407cd...,$841.50,2025-10-14 22:47:59,82,0,20,$0.00,No positions,$0.00,Market 0xc30407cd...,$841.50,2025-10-14 22:47:59,No orders,$0.00,N/A,2025-10-15T13:19:39.118773+00:00,Very Smart,daily trader
0x04b9f4caae4c1bbec6c6183dd4994e723e09cdaa,11.51287375,0.5691056911,123,90661.66779,trade,Market 0xbf52f05b...,$1000.00,2025-10-14 20:54:09,66,0,20,$0.00,No positions,$0.00,Market 0xbf52f05b...,$1000.00,2025-10-14 20:54:09,No orders,$0.00,N/A,2025-10-15T13:08:28.780250+00:00,Very Smart,daily trader
0x04b9f4caae4c1bbec6c6183dd4994e723e09cdaa,11.51287375,0.5691056911,123,90661.66779,trade,Market 0xbf52f05b...,$1000.00,2025-10-14 20:54:09,66,0,20,$0.00,No positions,$0.00,Market 0xbf52f05b...,$1000.00,2025-10-14 20:54:09,No orders,$0.00,N/A,2025-10-15T13:15:23.640337+00:00,Very Smart,daily trader
0x04b9f4caae4c1bbec6c6183dd4994e723e09cdaa,11.51287375,0.5691056911,123,90661.66779,trade,Market 0xbf52f05b...,$1000.00,2025-10-14 20:54:09,66,0,20,$0.00,No positions,$0.00,Market 0xbf52f05b...,$1000.00,2025-10-14 20:54:09,No orders,$0.00,N/A,2025-10-15T13:19:45.061714+00:00,Very Smart,daily trader
0xc7b8a3f1033a9efa9d912b60885c1d2c1e012c1f,12.89314067,0.6165803109,193,11381.30695,trade,Market 0xaa368b9b...,$98.48,2025-10-14 20:47:37,5,0,20,$0.00,No positions,$0.00,Market 0xaa368b9b...,$98.48,2025-10-14 20:47:37,No orders,$0.00,N/A,2025-10-15T13:07:26.677026+00:00,Very Smart,daily trader
0xc7b8a3f1033a9efa9d912b60885c1d2c1e012c1f,12.89314067,0.6165803109,193,11381.30695,trade,Market 0xaa368b9b...,$98.48,2025-10-14 20:47:37,5,0,20,$0.00,No positions,$0.00,Market 0xaa368b9b...,$98.48,2025-10-14 20:47:37,No orders,$0.00,N/A,2025-10-15T13:14:52.877043+00:00,Very Smart,daily trader
0xc7b8a3f1033a9efa9d912b60885c1d2c1e012c1f,12.89314067,0.6165803109,193,11381.30695,trade,Market 0xaa368b9b...,$98.48,2025-10-14 20:47:37,5,0,20,$0.00,No positions,$0.00,Market 0xaa368b9b...,$98.48,2025-10-14 20:47:37,No orders,$0.00,N/A,2025-10-15T13:19:14.487059+00:00,Very Smart,daily trader
0x1fa49173702dee5147fe086d575edfc36b5fe9d2,14.41792967,0.7142857143,21,26796.54015,trade,Market 0x200b014b...,$790.14,2025-10-14 20:23:21,6,0,15,$0.00,No positions,$0.00,Market 0x200b014b...,$790.14,2025-10-14 20:23:21,No orders,$0.00,N/A,2025-10-15T13:18:45.318545+00:00,Very Smart,daily trader
0x68c24bf4a8ad4d79a6fe4b8eec6f93a02dfd1711,15.10426891,0.6026143791,1530,263925.4004,trade,Market 0x11db0777...,$230.32,2025-10-14 20:23:05,100,0,20,$0.00,No positions,$0.00,Market 0x11db0777...,$230.32,2025-10-14 20:23:05,No orders,$0.00,N/A,2025-10-15T13:04:21.950336+00:00,Very Smart,daily trader
0x68c24bf4a8ad4d79a6fe4b8eec6f93a02dfd1711,15.10426891,0.6026143791,1530,263925.4004,trade,Market 0x11db0777...,$230.32,2025-10-14 20:23:05,100,0,20,$0.00,No positions,$0.00,Market 0x11db0777...,$230.32,2025-10-14 20:23:05,No orders,$0.00,N/A,2025-10-15T13:18:27.730531+00:00,Very Smart,daily trader
0x41583f2efc720b8e2682750fffb67f2806fece9f,15.41179615,0.5976331361,1014,27160.83027,trade,Market 0x4fd78246...,$146.15,2025-10-14 19:52:55,12,0,20,$0.00,No positions,$0.00,Market 0x4fd78246...,$146.15,2025-10-14 19:52:55,No orders,$0.00,N/A,2025-10-15T13:04:47.510144+00:00,Very Smart,daily trader
0x41583f2efc720b8e2682750fffb67f2806fece9f,15.41179615,0.5976331361,1014,27160.83027,trade,Market 0x4fd78246...,$146.15,2025-10-14 19:52:55,12,0,20,$0.00,No positions,$0.00,Market 0x4fd78246...,$146.15,2025-10-14 19:52:55,No orders,$0.00,N/A,2025-10-15T13:18:21.688798+00:00,Very Smart,daily trader
0x66c1a6fe836ff555ca32848646acedbbe93bfa3f,22.25917575,0.5867346939,980,62418.11946,trade,Market 0xee21ebdc...,$37.96,2025-10-14 19:44:59,33,0,20,$0.00,No positions,$0.00,Market 0xee21ebdc...,$37.96,2025-10-14 19:44:59,No orders,$0.00,N/A,2025-10-15T13:04:51.115739+00:00,Very Smart,daily trader
0x66c1a6fe836ff555ca32848646acedbbe93bfa3f,22.25917575,0.5867346939,980,62418.11946,trade,Market 0xee21ebdc...,$37.96,2025-10-14 19:44:59,33,0,20,$0.00,No positions,$0.00,Market 0xee21ebdc...,$37.96,2025-10-14 19:44:59,No orders,$0.00,N/A,2025-10-15T13:17:39.666772+00:00,Very Smart,daily trader
0xb7893ad488959b51f6042b2a5708f3f6230a706f,11.6193194,0.6818181818,22,12299.48331,trade,Market 0xe0d9de96...,$837.00,2025-10-14 18:56:37,2,0,20,$0.00,No positions,$0.00,Market 0xe0d9de96...,$837.00,2025-10-14 18:56:37,No orders,$0.00,N/A,2025-10-15T13:15:18.636964+00:00,Very Smart,daily trader
0xb7893ad488959b51f6042b2a5708f3f6230a706f,11.6193194,0.6818181818,22,12299.48331,trade,Market 0xe0d9de96...,$837.00,2025-10-14 18:56:37,2,0,20,$0.00,No positions,$0.00,Market 0xe0d9de96...,$837.00,2025-10-14 18:56:37,No orders,$0.00,N/A,2025-10-15T13:19:40.188022+00:00,Very Smart,daily trader
0x0dedae6a02ea2ff8018ba5f277632919ed1c9025,24.05169452,0.5909090909,880,10404.36468,trade,Market 0xb9b05c3a...,$4.20,2025-10-14 18:00:23,36,0,20,$0.00,No positions,$0.00,Market 0xb9b05c3a...,$4.20,2025-10-14 18:00:23,No orders,$0.00,N/A,2025-10-15T13:05:01.889832+00:00,Very Smart,daily trader
0x0dedae6a02ea2ff8018ba5f277632919ed1c9025,24.05169452,0.5909090909,880,10404.36468,trade,Market 0xb9b05c3a...,$4.20,2025-10-14 18:00:23,36,0,20,$0.00,No positions,$0.00,Market 0xb9b05c3a...,$4.20,2025-10-14 18:00:23,No orders,$0.00,N/A,2025-10-15T13:17:33.629123+00:00,Very Smart,daily trader
