User,Adresse,Smartscore,Win Rate,Markets,Realized PnL,Latest Activity Type,Latest Market,Latest Value,Latest Date,Positions Count,Active Orders Count,Recent Trades Count,Total Position Value,Analysis Date
https://hashdive.com/Analyze_User?user_address=0x4ffe49ba2a4cae123536a8af4fda48faeb609f71,0x4ffe49ba2a4cae123536a8af4fda48faeb609f71,8.692128386330037,0.5569581749049429,19725,38581.31261306267,trade,Unknown Market,$8.48,2025-10-15T13:45:33,100,0,10,$0.00,2025-10-15T12:56:18.622261+00:00
https://hashdive.com/Analyze_User?user_address=0xb786b8b6335e77dfad19928313e97753039cb18d,0xb786b8b6335e77dfad19928313e97753039cb18d,9.337729661008163,0.5849633818485214,10787,2403228.7342905244,trade,Unknown Market,$16.28,2025-10-15T06:13:59,10,0,10,$0.00,2025-10-15T12:56:18.989621+00:00
https://hashdive.com/Analyze_User?user_address=0x212954857f5efc138748c33d032a93bf95974222,0x212954857f5efc138748c33d032a93bf95974222,5.6293171782573665,0.5639833618791289,8174,642216.1884754718,trade,Unknown Market,$998.76,2025-10-15T14:19:51,100,0,10,$0.00,2025-10-15T12:56:19.391646+00:00
https://hashdive.com/Analyze_User?user_address=0x6ffb4354cbe6e0f9989e3b55564ec5fb8646a834,0x6ffb4354cbe6e0f9989e3b55564ec5fb8646a834,1.8517947811214108,0.892301952493471,8041,261256.19324609343,trade,Unknown Market,$188.10,2025-10-15T07:10:53,22,0,10,$0.00,2025-10-15T12:56:19.755199+00:00
https://hashdive.com/Analyze_User?user_address=0xee00ba338c59557141789b127927a55f5cc5cea1,0xee00ba338c59557141789b127927a55f5cc5cea1,1.7198486823914716,0.6438735675607606,7941,1526750.7091564268,trade,Unknown Market,$10542.70,2025-10-15T04:58:27,100,0,10,$0.00,2025-10-15T12:56:20.135309+00:00
https://hashdive.com/Analyze_User?user_address=0x3f4f9145904c7b3261c3bbe05fcea64d9d91b4b3,0x3f4f9145904c7b3261c3bbe05fcea64d9d91b4b3,10.864221137363641,0.6279418378054265,6671,15954.634518297273,trade,Unknown Market,$0.10,2025-10-15T12:49:43,100,0,10,$0.00,2025-10-15T12:56:20.521648+00:00
https://hashdive.com/Analyze_User?user_address=0x22271273b28d0d198a8e5ff9e7f9f75d0c24b572,0x22271273b28d0d198a8e5ff9e7f9f75d0c24b572,3.2690630546116815,0.6052110315404541,6563,178809.11260538132,trade,Unknown Market,$162.92,2025-10-09T19:19:05,54,0,10,$0.00,2025-10-15T12:56:20.906624+00:00
https://hashdive.com/Analyze_User?user_address=0xdfaacceff09ac2c037393eee387e81ea024679a7,0xdfaacceff09ac2c037393eee387e81ea024679a7,8.144645177219717,0.6237096237096237,6006,11775.664183238334,trade,Unknown Market,$4.68,2025-10-15T14:22:21,100,0,10,$0.00,2025-10-15T12:56:21.442509+00:00
https://hashdive.com/Analyze_User?user_address=0x9dd9e18b9dcc393705e73966bc79eccbbd9108bd,0x9dd9e18b9dcc393705e73966bc79eccbbd9108bd,1.348246374557198,0.5609137055837563,5516,19245.574409528057,trade,Unknown Market,$21.00,2025-10-15T14:55:05,100,0,10,$0.00,2025-10-15T12:56:21.886719+00:00
https://hashdive.com/Analyze_User?user_address=0x22dbd51e1a4e10fff072fa24300238c64033190f,0x22dbd51e1a4e10fff072fa24300238c64033190f,6.502980913657781,0.6521129581413979,4993,38378.87026866887,trade,Unknown Market,$120.60,2025-10-15T12:59:57,78,0,10,$0.00,2025-10-15T12:56:22.279227+00:00
https://hashdive.com/Analyze_User?user_address=0x27653cd5aab78f00563f50a03c12504a9b877ee4,0x27653cd5aab78f00563f50a03c12504a9b877ee4,3.318942484667739,0.6462418300653595,4896,94058.36414143424,trade,Unknown Market,$23.20,2025-10-15T14:55:31,7,0,10,$0.00,2025-10-15T12:56:22.688639+00:00
https://hashdive.com/Analyze_User?user_address=0xf898dc38744d9e173bcaadef0647ceb42ad8e720,0xf898dc38744d9e173bcaadef0647ceb42ad8e720,10.195627828257184,0.5761784511784511,4752,53803.90043207322,trade,Unknown Market,$19.84,2025-10-15T13:22:39,10,0,10,$0.00,2025-10-15T12:56:23.063178+00:00
https://hashdive.com/Analyze_User?user_address=0x098eddabb2d388f31e79aaf525e49588f22a6fa2,0x098eddabb2d388f31e79aaf525e49588f22a6fa2,14.681024401798833,0.5591019150341184,4543,38310.32369984148,trade,Unknown Market,$59.62,2025-10-14T03:07:59,100,0,10,$0.00,2025-10-15T12:56:23.448894+00:00
https://hashdive.com/Analyze_User?user_address=0x97e12cc7391a50e49042b44a2d4a0cef54c8017b,0x97e12cc7391a50e49042b44a2d4a0cef54c8017b,1.5740705893761542,0.6377812430385387,4489,61429.85484175578,trade,Unknown Market,$12.84,2025-10-15T14:31:47,100,0,10,$0.00,2025-10-15T12:56:23.837939+00:00
https://hashdive.com/Analyze_User?user_address=0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,1.8703843322389408,0.6532258064516129,4464,592892.1771176467,trade,Unknown Market,$15.07,2025-10-15T11:49:09,100,0,10,$0.00,2025-10-15T12:56:24.218141+00:00
https://hashdive.com/Analyze_User?user_address=0xa9d32192852b1c7ae53e9051935dbd28f7c59d4b,0xa9d32192852b1c7ae53e9051935dbd28f7c59d4b,1.8308852784005947,0.5555300596603947,4358,26084.564833240835,trade,Unknown Market,$59.36,2025-10-05T20:30:57,100,0,10,$0.00,2025-10-15T12:56:24.606044+00:00
https://hashdive.com/Analyze_User?user_address=0xb10047d6a254b2ebb306d7a7d13bf59171ab6461,0xb10047d6a254b2ebb306d7a7d13bf59171ab6461,2.807330996908288,0.6960942916570372,4327,161477.72450618318,trade,Unknown Market,$6.00,2025-10-08T23:29:36,70,0,10,$0.00,2025-10-15T12:56:24.984888+00:00
https://hashdive.com/Analyze_User?user_address=0xecbeba24a9e7d8fc3091db367f2578e911ac42ff,0xecbeba24a9e7d8fc3091db367f2578e911ac42ff,1.1493287728561306,0.5579913331633953,3923,81244.86370851954,trade,Unknown Market,$7.20,2025-10-15T02:58:13,8,0,10,$0.00,2025-10-15T12:56:25.370711+00:00
https://hashdive.com/Analyze_User?user_address=0xfeb581080aee6dc26c264a647b30a9cd44d5a393,0xfeb581080aee6dc26c264a647b30a9cd44d5a393,7.12665016250733,0.562069844506755,3923,413011.3354747912,trade,Unknown Market,$96.33,2025-10-11T13:46:26,29,0,10,$0.00,2025-10-15T12:56:25.759616+00:00
https://hashdive.com/Analyze_User?user_address=0x5487559b207c980f660774d06cd5ca144377a014,0x5487559b207c980f660774d06cd5ca144377a014,3.96820364341649,0.5972258571054698,3821,63752.97048959059,trade,Unknown Market,$38.25,2025-10-15T14:37:25,9,0,10,$0.00,2025-10-15T12:56:26.130830+00:00
https://hashdive.com/Analyze_User?user_address=0xfcb034faade540c47ad37e582f6e0c762feac865,0xfcb034faade540c47ad37e582f6e0c762feac865,1.9093703413744776,0.5879223197658952,3759,113482.85909855193,trade,Unknown Market,$21.15,2025-10-09T18:36:11,77,0,10,$0.00,2025-10-15T12:56:26.529600+00:00
https://hashdive.com/Analyze_User?user_address=0x2adf85be1f25a77ca407cf031bd00d735c05d89c,0x2adf85be1f25a77ca407cf031bd00d735c05d89c,2.6601083425476073,0.5673103073157465,3677,556798.590661388,trade,Unknown Market,$58.80,2025-09-29T18:33:23,100,0,10,$0.00,2025-10-15T12:56:27.229714+00:00
https://hashdive.com/Analyze_User?user_address=0xf98b622967de1bfc84585ea7abdf1f9199a3bfc5,0xf98b622967de1bfc84585ea7abdf1f9199a3bfc5,1.5109892017708304,0.5686167304537999,3658,144473.85303306195,trade,Unknown Market,$0.39,2025-10-15T13:18:39,100,0,10,$0.00,2025-10-15T12:56:27.646579+00:00
