User,Adresse,Smartscore,Win Rate,Markets,Realized PnL,Latest Activity Type,Latest Market,Latest Value,Latest Date,Positions Count,Active Orders Count,Recent Trades Count,Total Position Value,Largest Position Market,Largest Position Value,Most Recent Trade Market,Most Recent Trade Value,Most Recent Trade Date,Most Recent Order Market,Most Recent Order Value,Most Recent Order Date,Analysis Date,Bucket smart,Bucket last date
https://hashdive.com/Analyze_User?user_address=0xabdf1be979fc2dd879549558783d644b2165e8e4,0xb410255a64fd72acdb7e57b8f65999865a017736,11.69848136,0.5717415115,913,23551.08232,trade,Market 0xc30407cd...,$841.50,2025-10-14 22:47:59,82,0,20,$0.00,No positions,$0.00,Market 0xc30407cd...,$841.50,2025-10-14 22:47:59,No orders,$0.00,N/A,2025-10-15T13:19:39.118773+00:00,Very Smart,daily trader
https://hashdive.com/Analyze_User?user_address=0xba0e86ed0b403c7a7d5c4816c752fb34c9775ceb,0x588d4aea0b385da7f6cecc754f795b5b01db099a,2.374752432,0.608490566,1272,9819.387057,trade,Market 0x14e1638f...,$33.60,2025-10-14 22:43:45,100,0,20,$0.00,No positions,$0.00,Market 0x14e1638f...,$33.60,2025-10-14 22:43:45,No orders,$0.00,N/A,2025-10-15T13:04:33.066834+00:00,Smart,daily trader
https://hashdive.com/Analyze_User?user_address=0xf59fe344fb8af90a14bd6f2fe62430e56dc03be9,0x588d4aea0b385da7f6cecc754f795b5b01db099a,2.374752432,0.608490566,1272,9819.387057,trade,Market 0x14e1638f...,$33.60,2025-10-14 22:43:45,100,0,20,$0.00,No positions,$0.00,Market 0x14e1638f...,$33.60,2025-10-14 22:43:45,No orders,$0.00,N/A,2025-10-15T13:13:56.537667+00:00,Smart,daily trader
https://hashdive.com/Analyze_User?user_address=0x8e5c0cc55cda93d6cae14becb3b738a44dcaa68a,0xe394fd07cfceaceffcfab62afa3969afe8ec289c,2.292122503,0.7485380117,342,10057.41029,trade,Market 0xc30407cd...,$1307.42,2025-10-14 22:40:53,32,0,20,$0.00,No positions,$0.00,Market 0xc30407cd...,$1307.42,2025-10-14 22:40:53,No orders,$0.00,N/A,2025-10-15T13:06:25.162770+00:00,Smart,daily trader
https://hashdive.com/Analyze_User?user_address=0xd1ee4e620f998f69e7400a25b562543e4b3f0211,0xe394fd07cfceaceffcfab62afa3969afe8ec289c,2.292122503,0.7485380117,342,10057.41029,trade,Market 0xc30407cd...,$1307.42,2025-10-14 22:40:53,32,0,20,$0.00,No positions,$0.00,Market 0xc30407cd...,$1307.42,2025-10-14 22:40:53,No orders,$0.00,N/A,2025-10-15T13:14:07.553080+00:00,Smart,daily trader
https://hashdive.com/Analyze_User?user_address=0x65497bf9d0e70daf90cac027163e442d86f7f741,0x3b4484b6c8cbfdaa383ba337ab3f0d71055e264e,5.168031428,0.7362637363,91,31738.40233,trade,Market 0xdcf2271b...,$112.06,2025-10-14 22:31:07,11,0,20,$0.00,No positions,$0.00,Market 0xdcf2271b...,$112.06,2025-10-14 22:31:07,No orders,$0.00,N/A,2025-10-15T13:10:25.427856+00:00,Smart,daily trader
https://hashdive.com/Analyze_User?user_address=0xd685314901c0d27d39b4014de30644a39d288be9,0xe31a1eeb278d171656bbc4880e9050885254adff,4.465290768,0.6155462185,476,12487.75293,trade,Market 0xe4f25e05...,$100.00,2025-10-14 22:25:49,87,0,20,$0.00,No positions,$0.00,Market 0xe4f25e05...,$100.00,2025-10-14 22:25:49,No orders,$0.00,N/A,2025-10-15T13:05:55.031998+00:00,Smart,daily trader
https://hashdive.com/Analyze_User?user_address=0xd44e974a3edb232aa4aedbdcc59792b76a5f67e2,0x75acf1aa88a3f5c613f2214486b91fa9fc1f33d7,5.169295976,0.6994152047,2565,50235.37445,trade,Market 0x7fb3e1aa...,$257.59,2025-10-14 22:10:55,41,0,20,$0.00,No positions,$0.00,Market 0x7fb3e1aa...,$257.59,2025-10-14 22:10:55,No orders,$0.00,N/A,2025-10-15T13:04:00.351644+00:00,Smart,daily trader
https://hashdive.com/Analyze_User?user_address=0x773cd6af028fa8818ccb7ff8678e6727dbefcf18,0xcf6c5492124794394dd9eac46498a8babbe47e66,1.409888432,0.712962963,540,46150.03106,trade,Market 0xa4a88540...,$2501.18,2025-10-14 22:07:51,28,0,20,$0.00,No positions,$0.00,Market 0xa4a88540...,$2501.18,2025-10-14 22:07:51,No orders,$0.00,N/A,2025-10-15T13:05:44.982185+00:00,Smart,daily trader
https://hashdive.com/Analyze_User?user_address=0xcdd855931c30d329521ef05a88aec396fe0c4e19,0x4c2da46b289847e3e8377c6f4ca3d520c620f8ae,2.527831516,0.6040955631,293,64979.50335,trade,Market 0x11db0777...,$450.75,2025-10-14 22:07:09,7,0,20,$0.00,No positions,$0.00,Market 0x11db0777...,$450.75,2025-10-14 22:07:09,No orders,$0.00,N/A,2025-10-15T13:06:35.368190+00:00,Smart,daily trader
https://hashdive.com/Analyze_User?user_address=0xf30c077e30ff727bec6c483ed118d33f4032ddfb,0x4c2da46b289847e3e8377c6f4ca3d520c620f8ae,2.527831516,0.6040955631,293,64979.50335,trade,Market 0x11db0777...,$450.75,2025-10-14 22:07:09,7,0,20,$0.00,No positions,$0.00,Market 0x11db0777...,$450.75,2025-10-14 22:07:09,No orders,$0.00,N/A,2025-10-15T13:13:34.871627+00:00,Smart,daily trader
